N_neighbourhood,N_district,Neighbourhood,District,Mean_Income_Year,Percentage_Female,Percentage_0_15,Percentage_16_25,Percentage_26_65,Percentage_66_Plus,Points_Daily_Food,Points_Daily_Others,Points_House_Euipment,Points_Clothing,Points_Culture,Points_Vehicles,Points_State_Agents,Points_Education,Points_Finances,Points_Restaurants_Hotels,Points_Health,Points_Departments_Stores,Points_Souvenirs_Thrift_Store,Points_Car_Parks,Points_Esthetics,Points_Sports,Points_Religion,Points_Administration,2017_06_Airbnb_Number,2017_06_Airbnb_Price,2017_06_Airbnb_Price_Person,2017_06_Airbnb_Location_Score,Alone_18_25,Alone_25_64,Alone_65_Plus,Household,Education_None,Education_Elementary_School,Education_Middle_School,Education_High_School,Education_University,Origin_Spain,Origin_italy,Origin_France,Origin_UK,Origin_Romania,Origin_Germany,Origin_Russia,Origin_Ucrany,Origin_Portugal,Origin_Netherlands,Origin_Poland,Origin_Bulgaria,Origin_Sweden,Origin_Belgium,Origin_Ireland,Origin_Greece,Origin_Other_Europe,Origin_Morocco,Origin_Argelia,Origin_Senegal,Origin_Other_Africa,Origin_Bolivia,Origin_Colombia,Origin_Peru,Origin_Ecuator,Origin_Honduras,Origin_Brazil,Origin_Venezuela,Origin_Argentina,Origin_Dominican_Republic,Origin_USA,Origin_Mexico,Origin_Paraguay,Origin_Chile,Origin_Cuba,Origin_Uruguay,Origin_Salvador,Origin_Other_America,Origin_China,Origin_Pakistan,Origin_Philippines,Origin_India,Origin_Bangladesh,Origin_Georgia,Origin_Armenia,Origin_Japan,Origin_Nepal,Origin_Other_Asia,Origin_Oceania
11,3,el poble sec,sants montjuic,11621.721959828976,0.5072586258327533,0.12411753007855225,0.09160286367704086,0.6217808491597892,0.16249875708461767,145,38,30,17,17,3,14,33,18,296,18,0,16,9,78,17,10,11,1006,82.15904572564612,25.688808040038158,9.344009489916964,0.0013672069205528487,0.08195784031023168,0.12421696330913791,2.52  ,0.025206323953465247,0.21460176991150443,0.2054041960823307,0.19727552948195287,0.22302873620363925,0.6954608730237646,0.032191508402107986,0.01486526797255643,0.008750124291538233,0.00462364522223327,0.006612309833946505,0.0033310132246196678,0.0019140896887739883,0.003405588147558914,0.0015909316893705876,0.0028587053793377747,0.001441781843492095,0.0020383812270060656,0.0014169235358456797,0.001317490305260018,0.001491498458784926,0.007059759371581983,0.017723973351894202,0.0028338470716913595,0.000745749229392463,0.0025106890722879586,0.005667694143382719,0.007333200755692553,0.0037784627622551455,0.00549368598985781,0.003952470915780054,0.005941135527493288,0.0038778959928408075,0.004772795068111763,0.011161380133240528,0.0030078552252162673,0.0028338470716913595,0.002361539226409466,0.0035298796857909914,0.0013423486129064332,0.0008203241523317093,0.0016655066123098339,0.001615789997017003,0.010912797056776375,0.04452122899473004,0.02813960425574227,0.020010937655364422,0.005791985681614795,0.0017649398428954957,0.0004971661529283086,0.0006214576911603858,0.0039276126081336385,0.003206721686387591,0.0004474495376354778
12,3,la marina del prat vermell,sants montjuic,9917.0,0.4804177545691906,0.13664055700609226,0.09660574412532637,0.5892080069625761,0.17754569190600522,3,3,2,0,2,12,0,2,1,12,0,1,1,0,0,2,1,5,8,121.75,25.666666666666668,8.0,0.0017406440382941688,0.08964316797214969,0.134029590948651,2.57  ,0.04960835509138381,0.36553524804177545,0.28111401218450827,0.10269799825935597,0.04612706701479547,0.918189730200174,0.004351610095735422,0.0008703220191470844,0.0,0.0017406440382941688,0.0,0.0034812880765883376,0.0008703220191470844,0.0,0.0,0.0,0.0,0.0,0.0008703220191470844,0.0,0.0,0.0,0.005221932114882507,0.0008703220191470844,0.0,0.0008703220191470844,0.0026109660574412533,0.005221932114882507,0.0034812880765883376,0.0017406440382941688,0.004351610095735422,0.0,0.005221932114882507,0.0008703220191470844,0.0026109660574412533,0.0,0.0008703220191470844,0.010443864229765013,0.0,0.0008703220191470844,0.0026109660574412533,0.0,0.0,0.018276762402088774,0.0008703220191470844,0.0,0.0,0.0,0.0034812880765883376,0.0,0.0,0.0,0.0008703220191470844,0.0
13,3,la marina de port,sants montjuic,12020.974856133926,0.5188333769291132,0.14671069840439446,0.10544729270206644,0.559639026942192,0.1882029819513471,101,34,15,20,11,4,7,18,14,98,24,1,6,7,37,5,7,7,101,68.67326732673267,36.08571428571429,8.686746987951807,0.0008174208736594298,0.05797148835992676,0.09884253204289825,2.58  ,0.03191211090766414,0.24637065132095212,0.23600575464295057,0.19765236725085011,0.12277661522364636,0.8607441799633796,0.005885430290347895,0.0018637195919434999,0.0007847240387130526,0.005754642950562386,0.0007847240387130526,0.0026484436306565525,0.0024849594559246666,0.001732932252157991,0.00045775568924928065,0.0015040544075333507,0.00291001831022757,0.0002615746795710175,9.809050483913158e-05,0.00013078733978550875,0.00013078733978550875,0.002386868951085535,0.010626471357572586,0.001536751242479728,0.0005885430290347894,0.002386868951085535,0.0024522626209782894,0.005689249280669631,0.0074548783677739995,0.0074548783677739995,0.007127910018310228,0.002386868951085535,0.0017002354172116138,0.0023541721161391576,0.0038255296887261315,0.00045775568924928065,0.0007193303688202982,0.0014713575725869737,0.0011443892231232018,0.0013405702328014649,0.0006539366989275438,0.0006539366989275438,0.0006212398639811667,0.017656290871043683,0.008893539105414596,0.0123267067747842,0.0038909233586188856,0.0010789955532304473,0.001373267067747842,0.00042505885430290345,0.0002615746795710175,0.0003923620193565263,0.0016675385822652368,0.0
14,3,la font de la guatlla,sants montjuic,14684.888664551485,0.5293721757523315,0.11095087010864339,0.09306797423324681,0.5835015863859244,0.21247956927218536,29,10,3,0,2,1,1,11,1,34,4,0,3,0,15,0,4,1,150,74.9,27.771825396825395,9.266129032258064,0.0015383136236900299,0.07797327180078839,0.1252764157292568,2.43  ,0.02788193442938179,0.16613787135852323,0.19392366118642437,0.22344005384097682,0.264109220267282,0.8077107970387463,0.021728679934621672,0.008653014133256417,0.004038073262186328,0.005864820690318239,0.0037496394577444477,0.006441688299202,0.0033650610518219403,0.003653494856263821,0.0015383136236900299,0.0032689164503413135,0.0012498798192481493,0.0009614460148062686,0.0010575906162868954,0.0005768676088837611,0.0009614460148062686,0.007210845111047015,0.007210845111047015,0.0005768676088837611,0.0013460244207287762,0.0026920488414575523,0.004038073262186328,0.008749158734737044,0.005576386885876358,0.004326507066628208,0.0011537352177675222,0.0074992789154888955,0.0038457840592250746,0.003941928660705701,0.0023074704355350445,0.0019228920296125373,0.0017306028266512836,0.002980482645899433,0.0032689164503413135,0.002019036631093164,0.0017306028266512836,0.0008653014133256418,0.002115181232573791,0.016344582251706565,0.013460244207287761,0.002115181232573791,0.006057109893279493,0.00019228920296125374,0.002980482645899433,0.0017306028266512836,0.0004807230074031343,0.0015383136236900299,0.004999519276992597,9.614460148062687e-05
15,3,hostafrancs,sants montjuic,13960.311053822938,0.5218812877263581,0.1181463782696177,0.08853118712273642,0.6124874245472837,0.18083501006036218,135,34,33,65,20,3,12,20,15,159,25,0,9,6,60,5,5,4,243,85.12345679012346,25.131477336106965,9.39572192513369,0.002012072434607646,0.08324949698189135,0.12254778672032193,2.41  ,0.022572937625754526,0.17882293762575452,0.19517102615694165,0.2124622736418511,0.26326710261569414,0.781124245472837,0.021063883299798792,0.010500503018108651,0.004652917505030181,0.005973340040241449,0.004275653923541248,0.005218812877263582,0.0016976861167002013,0.0023893360160965795,0.0015090543259557343,0.0022635814889336017,0.002137826961770624,0.0012575452716297787,0.0008174044265593562,0.0005658953722334004,0.00044014084507042255,0.006099094567404427,0.012512575452716298,0.0012575452716297787,0.0005658953722334004,0.002640845070422535,0.008048289738430584,0.007482394366197183,0.007419517102615694,0.007796780684104628,0.0034582494969818914,0.005596076458752515,0.003898390342052314,0.0032696177062374247,0.004652917505030181,0.0030181086519114686,0.0024522132796780684,0.002892354124748491,0.002703722334004024,0.001006036217303823,0.000943158953722334,0.0006287726358148893,0.0025779678068410463,0.018171529175050303,0.018485915492957746,0.006413480885311872,0.010123239436619719,0.0012575452716297787,0.0033324949698189136,0.001006036217303823,0.0008802816901408451,0.002829476861167002,0.0030181086519114686,0.0005030181086519115
16,3,la bordeta,sants montjuic,14156.903453858607,0.5286562331354561,0.12406907717215326,0.08726389638424177,0.5770642201834862,0.21160280626011874,54,19,11,9,5,3,5,27,13,62,11,0,6,2,40,5,10,1,131,61.786259541984734,24.929861868411486,8.900990099009901,0.0011332973556395034,0.06875337290879655,0.10939017808958446,2.46  ,0.02827846735024285,0.1863464651915812,0.21937398812736103,0.22968159740960603,0.20107933081489476,0.8699946033459255,0.010415542363734485,0.004856988667026443,0.0017808958445763626,0.004371289800323799,0.002266594711279007,0.0019427954668105774,0.002266594711279007,0.0008094981111710739,0.0005396654074473826,0.001025364274150027,0.0008634646519158122,0.0002698327037236913,0.0004317323259579061,0.00021586616297895306,0.0004317323259579061,0.002860226659471128,0.009282245008094981,0.0005936319481921209,0.0007555315704263357,0.001834862385321101,0.007015650296815974,0.0058823529411764705,0.004803022126281705,0.004263356718834323,0.002860226659471128,0.0035617916891527253,0.002698327037236913,0.002212628170534269,0.0035617916891527253,0.0008634646519158122,0.001025364274150027,0.003507825148407987,0.001025364274150027,0.0015650296815974097,0.0009713977334052887,0.0004317323259579061,0.0007015650296815974,0.013761467889908258,0.007285483000539665,0.0027522935779816515,0.007285483000539665,0.0004317323259579061,0.0018888289260658392,0.0003237992444684296,0.0004317323259579061,5.3966540744738264e-05,0.0025364274150026984,5.3966540744738264e-05
17,3,sants badal,sants montjuic,13717.40480260141,0.532913661566682,0.114937257681244,0.09309209154958936,0.5808146079126193,0.2111560428565473,80,31,36,44,14,2,15,11,20,109,23,0,13,4,68,5,6,1,162,58.882716049382715,22.471821722516168,9.04,0.002334597907199733,0.07095510067953474,0.11547921790970109,2.42  ,0.03097511151873932,0.19773210489014884,0.20986367615791887,0.2167424021344895,0.22011923125026056,0.8307833409763622,0.009004877642056115,0.0052528452911994,0.0019593946721140616,0.007587443198399133,0.0019177054237712093,0.0026264226455997,0.0025847333972568473,0.002209530162171176,0.0010422312085713095,0.0012506774502855714,0.0005836494767999333,0.00033351398674281904,0.0007504064701713428,0.00045858173177137614,0.00045858173177137614,0.0025430441489139952,0.007087172218284904,0.001542502188685538,0.00016675699337140952,0.002751490390628257,0.013340559469712762,0.008296160420227624,0.008671363655313295,0.008796431400341852,0.005211156042856547,0.003418518364113895,0.004127235585942386,0.0032517613707424855,0.008546295910284737,0.0009588527118856047,0.0019177054237712093,0.005169466794513695,0.0015841914370283905,0.0013340559469712761,0.0008754742151998999,0.002126151665485471,0.001417434443656981,0.013215491724684204,0.011547921790970108,0.003626964605828157,0.0037103431025138616,0.0007087172218284905,0.003210072122399633,0.0005836494767999333,0.00033351398674281904,0.0011672989535998666,0.0022929086588568807,8.337849668570476e-05
18,3,sants,sants montjuic,15291.777299584215,0.5299438325187833,0.12252291681863496,0.08663408466457559,0.5875945242784545,0.20324847423833492,224,65,53,114,54,10,33,59,33,273,56,0,21,11,150,12,5,0,370,72.41891891891892,24.68403796653797,9.249122807017544,0.0021640284970943662,0.07970433048848688,0.12809103508643957,2.40  ,0.024217667225909987,0.15568847715612616,0.18659274928878838,0.22340554866632625,0.2784545432440976,0.8325187832810562,0.015561553237532522,0.0077564616918326165,0.0032825151360420164,0.0059085272448756295,0.003015050939771926,0.003063680793639215,0.0026260121088336127,0.00250443747416539,0.0014588956160186738,0.0015804702506868966,0.0014345806890850292,0.0008996522965448489,0.0008023925888102706,0.000559243319473825,0.0007780776618766261,0.004255112213387799,0.007902351253434484,0.0008267075157439152,0.0006565030272084032,0.0028691613781700585,0.010844457412405476,0.005422228706202738,0.006686604906752255,0.0067109198336859,0.003306830062975661,0.004230797286454154,0.00420648235952051,0.0037201838208476183,0.004230797286454154,0.0017506747392224086,0.002844846451236414,0.0035256644053784617,0.0022126583509616553,0.0013373209813504511,0.0005835582464074696,0.0007051328810756924,0.0012157463466822283,0.012692391859362462,0.009580081211855959,0.0025287524010990346,0.005203394363799936,0.0010941717120140054,0.0022369732778953,0.0001458895616018674,0.0010455418581467163,0.0012886911274831618,0.0028205315243027694,0.0002917791232037348
19,4,les corts,les corts,20292.6543719707,0.5356560672911822,0.1266273989871547,0.08791758134278076,0.5422200004346975,0.243235019235367,213,78,60,162,54,19,36,74,73,345,104,3,10,22,196,25,3,13,198,88.82828282828282,31.24102223534042,9.226666666666667,0.002064813406072725,0.06800843313264796,0.11771609902410397,2.42  ,0.014323284574757112,0.0980677693494751,0.14082027429415983,0.24227868460518595,0.36779760481644896,0.8911299963050707,0.011128257514834055,0.005368514855789085,0.002151752917907366,0.002977678280336456,0.0034341107174683215,0.0033689060835923406,0.0014779717011888978,0.0027820643787085137,0.0009780695081397118,0.0013692973113955966,0.0008041904844704297,0.000586841704883827,0.0008041904844704297,0.00036949292529722444,0.00036949292529722444,0.004086157056228129,0.002347366819535308,0.0006303114608011476,0.00026081853550392317,0.0015214414571062184,0.0028037992566671737,0.004477384859484014,0.003564519985220283,0.0027168597448325327,0.0018474646264861224,0.0037166641309309047,0.0031732921819643983,0.002390836575452629,0.0014779717011888978,0.002390836575452629,0.002260427307700667,0.0018909343824034428,0.0014562368232302375,0.0008259253624290899,0.000586841704883827,0.00026081853550392317,0.0016083809689408594,0.011780303853593863,0.002390836575452629,0.0008041904844704297,0.0013910321893542568,0.00021734877958660262,0.0005433719489665066,0.00023908365754526288,0.0036079897411376034,6.520463387598079e-05,0.005238105588037123,0.00023908365754526288
20,4,la maternitat i sant ramon,les corts,18395.94166527476,0.5326958409888091,0.12735927843661266,0.0876064807082011,0.5392099549022883,0.24582428595289796,61,33,24,11,16,4,13,41,18,130,32,0,10,7,65,15,3,3,164,59.6219512195122,22.569756581494392,9.058823529411764,0.0020878570235510273,0.05979622515450142,0.10635543677968932,2.46  ,0.020962084516452314,0.12209787873726408,0.15362451979288458,0.23626190078503423,0.3286704526474027,0.8883831635209621,0.010355770836813095,0.005971271087355938,0.0015867713378987806,0.0020460998830800067,0.002463671287790212,0.002755971271087356,0.0021713713044930684,0.0015032570569567397,0.0007516285284783699,0.0009604142308334725,0.0007516285284783699,0.00029229998329714384,0.00033405712376816435,0.00033405712376816435,0.0005845999665942877,0.0027977284115583765,0.0037998997828628694,0.000459328545181226,0.00012527142141306163,0.0015032570569567397,0.0034658426590947053,0.006054785368297979,0.005678971104058794,0.0036328712209787875,0.0016285284783698012,0.003382328378152664,0.004217471187573075,0.0034658426590947053,0.0036328712209787875,0.0011274427927175548,0.004426256889928178,0.0038834140638049105,0.001377985635543678,0.0014197427760146986,0.000918657090362452,0.0008351428094204109,0.00154501419742776,0.008601970937030232,0.0012944713546016368,0.0005845999665942877,0.0023383998663771507,0.00016702856188408218,0.0010439285117755136,0.0003758142642391849,0.0020460998830800067,0.0006681142475363287,0.0035493569400367464,4.1757140471020544e-05
21,4,pedralbes,les corts,27104.88787678039,0.531467373302418,0.17373302418019212,0.1077343491222259,0.48865518383570716,0.22987744286187478,20,11,5,12,5,0,3,43,11,38,6,0,2,3,17,4,6,9,35,116.4,42.62619047619048,9.307692307692308,0.0019046041735674064,0.04297780722093408,0.0832229214971845,2.86  ,0.0038092083471348128,0.04736667770785028,0.09655515071215634,0.23211328254388872,0.42687976151043394,0.828005962239152,0.0166445842994369,0.03420006624710169,0.006624710168930109,0.0021530308049022857,0.007784034448492879,0.01432593574031136,0.0030639284531301754,0.0029811195760185492,0.0017389864193441537,0.00041404438555813183,0.0028155018217952965,0.00091089764822789,0.0014905597880092746,0.00016561775422325274,0.0002484266313348791,0.007452798940046373,0.002649884067572044,0.0024014574362371645,0.0,0.002070221927790659,0.003395163961576681,0.003146737330241802,0.00273269294468367,0.001573368665120901,0.0011593242795627692,0.0028983106989069226,0.0023186485591255384,0.00364359059291156,0.0012421331566743955,0.0033123550844650546,0.0038920172242464393,0.001573368665120901,0.0023186485591255384,0.0002484266313348791,0.0005796621397813846,0.0010765154024511428,0.002235839682013912,0.005216959258032461,0.0014077509108976483,0.0028983106989069226,0.0009937065253395165,8.280887711162637e-05,0.0002484266313348791,0.0007452798940046373,0.006045048029148725,8.280887711162637e-05,0.009771447499171911,0.0
22,5,vallvidrera el tibidabo i les planes,sarria sant gervasi,18681.3982869379,0.5038543897216274,0.19785867237687366,0.1025695931477516,0.5612419700214133,0.13832976445396145,9,4,2,0,0,0,2,3,3,11,3,0,1,0,4,0,6,4,36,127.08333333333333,25.76438492063492,8.933333333333334,0.0010706638115631692,0.05524625267665953,0.07408993576017131,2.97  ,0.013490364025695931,0.07623126338329765,0.12869379014989293,0.23276231263383299,0.332762312633833,0.860813704496788,0.019057815845824413,0.018843683083511777,0.012633832976445396,0.00278372591006424,0.01006423982869379,0.007494646680942184,0.001284796573875803,0.0019271948608137045,0.007708779443254818,0.0017130620985010706,0.0010706638115631692,0.002569593147751606,0.0029978586723768737,0.0008565310492505353,0.0006423982869379015,0.009850107066381156,0.001284796573875803,0.00021413276231263382,0.0,0.001284796573875803,0.0019271948608137045,0.002355460385438972,0.0014989293361884369,0.0021413276231263384,0.00042826552462526765,0.001284796573875803,0.0021413276231263384,0.0036402569593147753,0.0,0.004710920770877944,0.0006423982869379015,0.0021413276231263384,0.0032119914346895075,0.0006423982869379015,0.0008565310492505353,0.0,0.0019271948608137045,0.0008565310492505353,0.00042826552462526765,0.0,0.0,0.00021413276231263382,0.0010706638115631692,0.002569593147751606,0.0006423982869379015,0.0,0.003426124197002141,0.00021413276231263382
23,5,sarria,sarria sant gervasi,24239.9956056248,0.5349952061361457,0.19239373601789708,0.10606423777564718,0.5013982102908278,0.200143815915628,116,36,32,97,18,6,26,63,16,94,58,0,4,8,73,18,11,8,55,85.65454545454546,29.868030303030306,9.404761904761905,0.0014381591562799617,0.056128155960370726,0.0934803451581975,2.82  ,0.008189517417705338,0.05932406519654842,0.09915308405241291,0.22119686800894856,0.40152604666027486,0.8758788750399489,0.017138063279002875,0.025487376158517098,0.004793863854266539,0.0010386705017577502,0.005393096836049856,0.003875039948865452,0.002317034196228827,0.0020773410035155003,0.0019175455417066154,0.0009188239054010866,0.001797698945349952,0.0009987216363055288,0.0008788750399488655,0.0005592841163310962,0.0007190795781399808,0.006871204857782039,0.0019974432726110576,0.0008788750399488655,0.00031959092361776926,0.0011984659635666348,0.0019175455417066154,0.002317034196228827,0.0018376478108021732,0.0007989773090444232,0.0013183125599232981,0.0016778523489932886,0.0013582614253755192,0.0011984659635666348,0.00047938638542665386,0.007110898050495366,0.0017178012144455097,0.0013982102908277406,0.0009188239054010866,0.0006391818472355385,0.00015979546180888463,0.00023969319271332693,0.001518056887184404,0.004114733141578779,0.0008788750399488655,0.0013183125599232981,0.0010786193672099713,0.0,0.0005193352508788751,7.989773090444231e-05,0.006232023010546501,3.994886545222116e-05,0.004554170661553212,7.989773090444231e-05
24,5,les tres torres,sarria sant gervasi,28409.639407211856,0.5366892662146757,0.1860562788744225,0.125877482450351,0.48785024299514007,0.2002159956800864,60,18,12,4,6,3,16,19,17,53,91,0,2,4,19,7,7,5,34,128.38235294117646,57.09593837535014,9.423076923076923,0.0016799664006719867,0.040859182816343674,0.0751184976300474,2.98  ,0.003539929201415972,0.040439191216175674,0.08051838963220735,0.24671506569868604,0.42197156056878865,0.9049019019619607,0.010319793604127917,0.009719805603887922,0.0030599388012239755,0.0006599868002639947,0.00509989800203996,0.002219955600887982,0.0006599868002639947,0.001979960400791984,0.0023999520009599807,0.0009599808003839923,0.0008999820003599928,0.0005999880002399952,0.0013199736005279894,0.00041999160016799666,0.00023999520009599807,0.005759884802303954,0.001619967600647987,0.00041999160016799666,0.00011999760004799904,0.0013799724005519889,0.0020399592008159837,0.0021599568008639825,0.0017999640007199855,0.0011999760004799903,0.0018599628007439852,0.0016799664006719867,0.0020999580008399833,0.0016799664006719867,0.00023999520009599807,0.008879822403551929,0.0021599568008639825,0.0013199736005279894,0.0010199796004079918,0.0005999880002399952,0.0002999940001199976,0.0005399892002159956,0.00041999160016799666,0.0017999640007199855,0.00017999640007199856,0.0023399532009359815,0.0009599808003839923,0.0,0.0003599928001439971,0.0,0.005459890802183957,5.999880002399952e-05,0.0032999340013199737,0.00023999520009599807
25,5,sant gervasi la bonanova,sarria sant gervasi,25101.162877318227,0.5404671374253124,0.17312019864980213,0.11360285559090556,0.5019399394738884,0.2113370062854039,104,34,41,107,19,12,18,70,30,144,84,0,6,10,72,22,12,7,69,95.53623188405797,33.040269151138716,9.243243243243244,0.0024055249476216344,0.05389151858462016,0.09474664390471017,2.77  ,0.006207806316442927,0.05167998758438737,0.09742376037867619,0.25079537518429423,0.40874524714828897,0.8887638705672383,0.012454411422363622,0.009932490106308683,0.0031039031582214636,0.0022115310002327926,0.004655854737332195,0.006518196632265073,0.0017847443159773415,0.0027159152634437804,0.0019399394738884147,0.0009699697369442074,0.0005431830526887561,0.0005043842632109878,0.0009699697369442074,0.000659579421122061,0.00038798789477768295,0.006091409948009622,0.0031039031582214636,0.0005043842632109878,0.00034918910529991464,0.0027159152634437804,0.003026305579265927,0.0038798789477768295,0.0033366958950880733,0.001978738263366183,0.0016295491580662683,0.0024831225265771707,0.0024443237370994023,0.002793512842399317,0.00038798789477768295,0.003841080158299061,0.002638317684488244,0.0018235431054551099,0.0012415612632885853,0.0005043842632109878,0.0004655854737332195,0.00031039031582214634,0.0020175370528439512,0.0068673857375649875,0.0019399394738884147,0.0022891285791883293,0.0011251648948552805,0.0006207806316442927,0.000659579421122061,0.00038798789477768295,0.0012027624738108172,3.879878947776829e-05,0.003996275316210134,0.00023279273686660975
26,5,sant gervasi galvany,sarria sant gervasi,25505.378236059245,0.549217471573029,0.15824696848906977,0.11276381487852977,0.5157554651114001,0.2132337515210003,287,99,163,419,56,28,52,62,71,457,122,0,11,35,237,33,11,7,349,120.08022922636103,35.8924819211352,9.406639004149378,0.0022867452691646036,0.06367221919187681,0.11465195317417026,2.56  ,0.004804262996685268,0.04825242311081274,0.09423908026685687,0.2484580203918936,0.42927873117106535,0.8775017832417237,0.016237989342508287,0.011916250576931147,0.00465740779591323,0.0015524692653044098,0.006209877061217639,0.004342718079973147,0.0015524692653044098,0.0023916418411446313,0.0022867452691646036,0.0007762346326522049,0.0006713380606721772,0.0014056140645323711,0.001007007091008266,0.0004825242311081274,0.000860151890236227,0.006671421977929761,0.001720303780472454,0.0003356690303360886,0.00020979314396005539,0.0021608693827885705,0.0027063315570847145,0.0032517937313808584,0.0023916418411446313,0.0014685520077203876,0.0018881382956404986,0.0028322074434607475,0.0029371040154407752,0.0022028280115805815,0.0009440691478202493,0.007405697981789955,0.00291612470104477,0.001909117610036504,0.0022028280115805815,0.0006084001174841606,0.00044056560231611633,0.0008391725758402215,0.0018042210380564763,0.004216842193597113,0.001678345151680443,0.0029790626442327867,0.0013007174925523434,4.1958628792011074e-05,0.0005874208030881551,2.0979314396005537e-05,0.0012797381781563379,4.1958628792011074e-05,0.005517559686149457,0.0003146897159400831
27,5,el putxet i el farro,sarria sant gervasi,20810.836104513066,0.5455717678995589,0.1522225992534781,0.10196810315575161,0.5457074991516797,0.2001017984390906,106,34,35,61,22,7,24,49,17,120,57,0,10,9,92,18,4,1,236,86.87711864406779,26.471374247221693,9.117647058823529,0.002002035968781812,0.0831693247370207,0.12975907702748557,2.42  ,0.007058025110281642,0.05313878520529352,0.11075670173057346,0.24974550390227349,0.4162538174414659,0.8746861214794707,0.020529351883271124,0.011028164234815067,0.0049541907024092295,0.0024431625381744148,0.005259586019681031,0.003970139124533424,0.001153715643026807,0.0041398031896844245,0.0017645062775704106,0.0015609093993892093,0.0005089921954530031,0.0010179843909060061,0.0010858500169664065,0.0006447234475738039,0.0005429250084832033,0.0059043094672548355,0.002646759416355616,0.00013573125212080082,0.0005429250084832033,0.0024770953512046148,0.0027146250424160165,0.0041058703766542245,0.003495079742110621,0.001832371903630811,0.0012894468951476078,0.003630810994231422,0.005463182897862233,0.0037326094333220224,0.0007125890736342043,0.003495079742110621,0.0031218187987784186,0.0027485578554462165,0.0021377672209026127,0.0010179843909060061,0.0005429250084832033,0.0007125890736342043,0.0016287750254496097,0.005802511028164235,0.0016966406515100101,0.0008143875127248049,0.001153715643026807,6.786562606040041e-05,6.786562606040041e-05,0.00016966406515100103,0.0017305734645402103,3.3932813030200205e-05,0.003529012555140821,0.0003732609433322022
28,6,vallcarca i els penitents,gracia,18094.683165175455,0.5346785963576369,0.14518687733993274,0.08610952471603528,0.5469255663430421,0.2217780316009899,39,23,15,12,5,5,3,31,5,40,20,0,11,6,12,6,4,1,121,76.83471074380165,24.705368621277707,9.097826086956522,0.001649850878862872,0.07411637794276286,0.12037565835395647,2.42  ,0.018021448061425218,0.09791230408020814,0.1544514245827781,0.23262897391966494,0.3304143663938067,0.8575417221904943,0.016308141379529156,0.007614696363982486,0.006218668697252364,0.003997715591090805,0.005647566469953677,0.005076464242654991,0.0034266133637921186,0.003236245954692557,0.0020940415000951836,0.0015229392727964973,0.0009518370454978108,0.0012691160606637477,0.0013960276667301225,0.0005711022272986865,0.0005076464242654991,0.005013008439621804,0.003299701757725744,0.0,0.00025382321213274954,0.0014594834697633098,0.0029824227425598072,0.004822641030522241,0.004886096833555429,0.002474776318294308,0.0015229392727964973,0.0025382321213274954,0.0059648454851196145,0.0035535249698584936,0.0015229392727964973,0.0027285995304270577,0.002284408909194746,0.0026016879243606827,0.0030458785455929945,0.001332571863696935,0.0009518370454978108,0.00025382321213274954,0.0015229392727964973,0.00533028745478774,0.005139920045688178,0.0007614696363982486,0.002347864712227933,0.0,0.0006980138333650612,0.0009518370454978108,0.0012056602576305602,0.0,0.0015863950758296845,0.0004441906212323117
29,6,el coll,gracia,14331.094441446303,0.5325148407987048,0.1444954128440367,0.09025903939557474,0.5712358337830545,0.19400971397733405,18,4,3,3,1,0,1,1,4,7,3,0,1,0,4,1,1,0,44,55.72727272727273,19.129166666666666,8.470588235294118,0.0020237452779276847,0.08027522935779817,0.12048030221262818,2.40  ,0.0248246087425796,0.14085267134376686,0.18982730706961684,0.23650836481381543,0.25391257420399355,0.8584727468969239,0.013221802482460875,0.00930922827846735,0.0062061521856449,0.008094981111710739,0.004722072315164598,0.005666486778197518,0.0032379924446842958,0.0020237452779276847,0.0010793308148947653,0.0037776578521316784,0.00040474905558553697,0.0008094981111710739,0.0021586616297895305,0.0008094981111710739,0.0005396654074473826,0.0037776578521316784,0.006880733944954129,0.0006745817593092283,0.0009444144630329196,0.0010793308148947653,0.0052617377226119805,0.004182406907717215,0.0029681597409606042,0.002698327037236913,0.00903939557474366,0.0036427415002698326,0.006341068537506746,0.005666486778197518,0.0009444144630329196,0.0016189962223421479,0.002698327037236913,0.005126821370750135,0.0024284943335132216,0.0010793308148947653,0.0008094981111710739,0.0008094981111710739,0.0010793308148947653,0.0005396654074473826,0.004991905018888289,0.0010793308148947653,0.0016189962223421479,0.0,0.0005396654074473826,0.00013491635186184566,0.0008094981111710739,0.00013491635186184566,0.0018888289260658392,0.00013491635186184566
